covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,0,Female,1,2,NA,3,North Carolina,South Atlantic,South
0,1,Female,2,NA,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,White,2,NA,NA,NA
0,1,Female,2,1,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,5,2,White,3,New Mexico,Mountain,West
1,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,2,Utah,Mountain,West
1,1,Male,5,4,White,2,Oregon,Pacific,West
0,1,Female,2,4,NA,2,NA,NA,NA
1,0,Female,5,2,White,3,South Carolina,South Atlantic,South
1,1,Female,2,4,White,4,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,4,3,White,3,North Carolina,South Atlantic,South
0,0,Female,3,3,Hispanic,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,White,3,North Carolina,South Atlantic,South
1,1,Female,2,3,Other,3,Wisconsin,East North Central,Midwest
1,1,Male,5,5,White,2,Virginia,South Atlantic,South
1,1,Female,3,4,White,1,Oregon,Pacific,West
1,1,Female,4,2,White,1,North Carolina,South Atlantic,South
0,0,Male,3,3,White,2,Oklahoma,West South Central,South
1,1,Male,4,4,White,2,Utah,Mountain,West
1,1,Female,2,2,Hispanic,2,Virginia,South Atlantic,South
1,1,Female,4,2,White,2,Nevada,Mountain,West
0,1,Female,2,1,NA,2,NA,NA,NA
1,1,Male,4,2,White,1,North Dakota,West North Central,Midwest
1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,4,5,White,3,Vermont,New England,Northeast
0,1,Female,2,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,3,1,White,2,Oregon,Pacific,West
1,1,Female,2,2,White,2,Oregon,Pacific,West
1,1,Female,2,1,Hispanic,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,2,4,White,2,Oregon,Pacific,West
1,1,Female,4,4,White,3,Massachusetts,New England,Northeast
1,1,Female,2,4,Other,2,North Carolina,South Atlantic,South
1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,0,Female,3,NA,NA,NA,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,NA,2,Virginia,South Atlantic,South
1,0,Female,3,3,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,4,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,5,4,White,3,Oregon,Pacific,West
0,1,Female,3,2,Other,2,Virginia,South Atlantic,South
1,0,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,4,White,4,Pennsylvania,Mid-Atlantic,Northeast
0,0,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,0,Female,4,2,Hispanic,1,California,Pacific,West
1,0,Female,3,5,Hispanic,3,Alaska,Pacific,West
1,1,Female,2,4,Black,1,New York,Mid-Atlantic,Northeast
1,1,Female,3,4,White,2,Tennessee,East South Central,South
1,1,Female,3,3,White,2,Texas,West South Central,South
1,1,Female,3,2,Black,2,Texas,West South Central,South
1,1,Female,2,5,White,3,California,Pacific,West
1,1,Female,3,2,White,2,Wisconsin,East North Central,Midwest
0,1,Female,3,2,Hispanic,2,Oregon,Pacific,West
1,0,Female,4,2,White,1,Massachusetts,New England,Northeast
0,1,NA,NA,NA,NA,NA,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,4,White,2,Massachusetts,New England,Northeast
1,0,Female,3,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
0,0,Female,3,2,White,2,Tennessee,East South Central,South
0,0,Female,2,NA,Hispanic,2,NA,NA,NA
1,1,Female,2,4,Hispanic,2,Texas,West South Central,South
1,1,Female,4,5,NA,2,Alabama,East South Central,South
1,1,Female,2,4,White,3,Tennessee,East South Central,South
1,1,Female,3,2,White,1,Utah,Mountain,West
1,1,Female,5,4,White,2,Ohio,East North Central,Midwest
1,1,Female,3,2,Hispanic,1,Ohio,East North Central,Midwest
1,1,Female,2,2,Hispanic,3,Illinois,East North Central,Midwest
1,1,Male,3,2,White,2,Ohio,East North Central,Midwest
1,1,Female,2,4,White,2,Massachusetts,New England,Northeast
1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,4,White,2,Tennessee,East South Central,South
1,1,Female,5,1,White,3,North Carolina,South Atlantic,South
0,0,Female,2,3,White,1,North Carolina,South Atlantic,South
1,1,Female,2,4,White,3,Oregon,Pacific,West
1,1,Female,3,1,White,3,Florida,South Atlantic,South
1,1,Female,3,4,White,3,North Carolina,South Atlantic,South
1,0,Female,2,2,Hispanic,2,New Jersey,Mid-Atlantic,Northeast
1,1,Female,2,5,White,3,Arizona,Mountain,West
0,1,Female,3,2,Hispanic,1,Florida,South Atlantic,South
1,1,Female,2,1,White,1,Ohio,East North Central,Midwest
1,1,Female,3,1,Black,1,Georgia,South Atlantic,South
1,1,Female,5,4,White,2,North Carolina,South Atlantic,South
1,1,Female,5,4,White,2,Tennessee,East South Central,South
1,1,Female,1,2,Asian,2,Ohio,East North Central,Midwest
1,0,Female,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,1,3,White,2,Michigan,East North Central,Midwest
0,1,Female,2,2,Hispanic,1,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,3,2,Black,2,Missouri,West North Central,Midwest
1,1,Female,2,5,White,2,Tennessee,East South Central,South
1,1,Female,4,2,White,2,Ohio,East North Central,Midwest
1,1,Female,4,5,White,3,North Carolina,South Atlantic,South
1,1,Female,5,4,White,3,Virginia,South Atlantic,South
0,1,Female,3,3,Black,2,Illinois,East North Central,Midwest
0,0,NA,2,2,Hispanic,1,New York,Mid-Atlantic,Northeast
1,1,Female,2,3,White,2,Wisconsin,East North Central,Midwest
1,1,Male,3,1,White,1,Minnesota,West North Central,Midwest
0,0,Female,3,2,Hispanic,3,Maryland,South Atlantic,South
1,1,Female,2,4,White,3,Maryland,South Atlantic,South
1,1,Female,2,1,Black,1,Ohio,East North Central,Midwest
1,1,Female,2,4,White,3,Oklahoma,West South Central,South
0,0,Female,3,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,3,Hispanic,1,Texas,West South Central,South
1,1,Female,1,2,White,3,Wisconsin,East North Central,Midwest
1,1,NA,1,1,White,1,New Hampshire,New England,Northeast
1,1,Female,3,5,White,4,Massachusetts,New England,Northeast
1,1,Female,2,3,White,2,Ohio,East North Central,Midwest
1,0,Female,3,4,Black,2,Nevada,Mountain,West
1,1,Female,2,5,White,3,Illinois,East North Central,Midwest
1,0,Female,2,2,White,2,Ohio,East North Central,Midwest
1,1,Female,4,3,Hispanic,1,Florida,South Atlantic,South
1,1,Female,4,4,White,3,Virginia,South Atlantic,South
1,1,Female,5,3,White,2,North Carolina,South Atlantic,South
1,1,Male,4,1,Black,2,New York,Mid-Atlantic,Northeast
0,0,Female,3,5,White,3,Michigan,East North Central,Midwest
1,1,Female,3,1,Hispanic,1,Colorado,Mountain,West
1,1,Female,4,4,White,3,Ohio,East North Central,Midwest
1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,5,4,White,2,New Hampshire,New England,Northeast
0,1,Female,3,3,Other,1,South Carolina,South Atlantic,South
0,0,Female,2,4,White,2,Michigan,East North Central,Midwest
1,1,Female,5,2,Hispanic,2,California,Pacific,West
1,1,Female,3,4,White,4,Tennessee,East South Central,South
1,1,Male,2,2,White,2,Ohio,East North Central,Midwest
1,1,Female,2,2,White,1,Montana,Mountain,West
0,0,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,3,Black,2,Texas,West South Central,South
1,1,Female,2,4,White,2,Tennessee,East South Central,South
1,1,Male,2,4,White,3,Utah,Mountain,West
1,1,Female,4,2,White,2,Florida,South Atlantic,South
1,1,Female,2,2,White,1,Oregon,Pacific,West
1,1,Female,3,2,Black,1,California,Pacific,West
1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,0,Male,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,1,NA,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,4,4,White,2,Michigan,East North Central,Midwest
1,1,Male,3,2,White,3,Ohio,East North Central,Midwest
0,1,Female,2,4,White,3,North Carolina,South Atlantic,South
1,0,Female,3,2,Black,1,Tennessee,East South Central,South
1,1,Female,2,2,White,2,Arkansas,West South Central,South
1,1,Female,4,3,White,3,California,Pacific,West
1,1,Female,4,3,Hispanic,1,Tennessee,East South Central,South
1,1,Female,2,5,White,3,Connecticut,New England,Northeast
0,1,Female,2,2,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,1,White,2,Florida,South Atlantic,South
0,0,Female,2,3,White,1,New Hampshire,New England,Northeast
1,1,Female,1,2,White,2,DC,South Atlantic,South
0,0,Female,2,2,White,2,Georgia,South Atlantic,South
0,1,Female,2,5,Black,3,Texas,West South Central,South
1,1,Female,2,4,White,2,Tennessee,East South Central,South
1,1,Male,5,2,White,2,North Carolina,South Atlantic,South
1,1,Female,2,2,White,1,Georgia,South Atlantic,South
1,1,Female,3,2,Black,1,Alabama,East South Central,South
1,1,Female,3,2,White,1,Wisconsin,East North Central,Midwest
1,1,Male,2,2,White,3,California,Pacific,West
1,1,Female,1,1,White,2,Massachusetts,New England,Northeast
1,1,Male,3,3,White,2,Ohio,East North Central,Midwest
1,1,Female,3,4,White,2,California,Pacific,West
0,1,Female,3,2,Hispanic,1,New York,Mid-Atlantic,Northeast
1,1,Female,3,5,White,2,Colorado,Mountain,West
1,0,Female,2,3,Other,2,Virginia,South Atlantic,South
1,1,Female,4,2,White,2,California,Pacific,West
1,1,Female,2,2,White,3,Colorado,Mountain,West
1,1,Female,4,5,White,3,Colorado,Mountain,West
1,1,Female,4,4,White,3,Florida,South Atlantic,South
0,1,Female,5,2,White,2,California,Pacific,West
1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,2,Alabama,East South Central,South
1,1,Female,4,4,White,2,Georgia,South Atlantic,South
1,1,Female,2,1,White,1,Texas,West South Central,South
0,0,Male,4,2,White,1,Rhode Island,New England,Northeast
1,0,Female,4,4,White,3,Massachusetts,New England,Northeast
1,1,Female,3,5,White,2,Utah,Mountain,West
1,1,Female,3,3,White,2,Florida,South Atlantic,South
1,1,Female,3,3,White,2,Maine,New England,Northeast
0,1,Female,3,3,White,2,California,Pacific,West
1,1,Female,4,3,White,4,California,Pacific,West
1,1,Female,1,3,White,3,DC,South Atlantic,South
1,1,Female,3,3,White,2,Florida,South Atlantic,South
1,1,Female,5,4,White,2,Florida,South Atlantic,South
1,1,Female,3,4,White,1,Washington,Pacific,West
0,1,Female,2,2,White,2,Tennessee,East South Central,South
1,1,Female,2,4,Asian,3,California,Pacific,West
1,1,Female,2,4,White,3,Ohio,East North Central,Midwest
1,1,Female,3,1,White,1,North Carolina,South Atlantic,South
0,0,Female,2,2,White,1,Alabama,East South Central,South
1,1,Male,5,3,White,2,Arizona,Mountain,West
0,1,Female,5,3,Black,2,Ohio,East North Central,Midwest
1,1,Female,3,2,White,2,DC,South Atlantic,South
1,1,Female,5,3,White,2,California,Pacific,West
1,1,Female,2,3,Hispanic,1,Tennessee,East South Central,South
1,1,Female,3,5,White,3,Arkansas,West South Central,South
1,1,Female,1,2,White,2,Ohio,East North Central,Midwest
1,1,Female,4,4,White,3,California,Pacific,West
1,1,Female,3,3,White,2,Wisconsin,East North Central,Midwest
1,1,Male,5,3,NA,2,Colorado,Mountain,West
1,1,Female,4,3,White,1,California,Pacific,West
1,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,5,5,White,1,California,Pacific,West
1,1,Male,3,2,White,2,California,Pacific,West
1,0,Female,3,2,White,1,Florida,South Atlantic,South
1,1,Female,2,5,Hispanic,3,Ohio,East North Central,Midwest
1,1,Male,3,3,Hispanic,1,California,Pacific,West
1,1,Female,2,3,White,2,Georgia,South Atlantic,South
1,1,Female,4,4,White,3,NA,NA,NA
1,1,NA,NA,NA,NA,2,Georgia,South Atlantic,South
1,1,Female,1,2,White,2,Texas,West South Central,South
1,1,Female,3,4,White,3,California,Pacific,West
1,1,Female,2,4,Black,2,Ohio,East North Central,Midwest
1,1,Female,5,4,White,3,Ohio,East North Central,Midwest
1,0,Female,3,4,White,3,Florida,South Atlantic,South
0,0,Male,5,2,White,2,Florida,South Atlantic,South
0,0,Female,NA,5,White,3,Florida,South Atlantic,South
1,1,Female,3,3,White,2,California,Pacific,West
0,0,Female,4,2,White,1,Massachusetts,New England,Northeast
0,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,4,2,Black,2,South Carolina,South Atlantic,South
0,0,Female,3,4,White,2,Georgia,South Atlantic,South
1,1,Female,2,3,Other,1,Oregon,Pacific,West
1,1,Female,2,4,White,3,Indiana,East North Central,Midwest
1,1,Male,5,4,White,2,Arizona,Mountain,West
1,0,Male,4,2,White,3,California,Pacific,West
1,1,Female,5,2,White,2,Colorado,Mountain,West
1,0,Female,4,2,White,3,Kentucky,East South Central,South
0,0,Male,2,5,White,3,North Carolina,South Atlantic,South
1,1,Female,4,4,NA,3,Washington,Pacific,West
1,1,Female,2,1,White,1,Maryland,South Atlantic,South
1,1,Female,5,4,White,3,California,Pacific,West
1,1,Female,3,5,White,3,Arizona,Mountain,West
0,0,Female,1,2,White,3,California,Pacific,West
1,1,Male,3,3,White,2,Wisconsin,East North Central,Midwest
1,1,Male,2,2,White,2,Ohio,East North Central,Midwest
1,1,Female,1,5,Asian,2,NA,NA,NA
1,1,Female,2,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,5,5,White,3,California,Pacific,West
1,1,Female,2,5,White,2,New Jersey,Mid-Atlantic,Northeast
1,1,Female,3,2,White,3,Ohio,East North Central,Midwest
1,1,Female,5,5,White,2,California,Pacific,West
0,1,Female,4,5,White,3,Florida,South Atlantic,South
1,1,Female,3,3,White,2,North Carolina,South Atlantic,South
1,1,Female,4,3,White,3,Texas,West South Central,South
1,1,Female,3,5,White,3,Utah,Mountain,West
1,0,Female,4,3,Black,2,New York,Mid-Atlantic,Northeast
0,0,Female,2,3,White,2,Ohio,East North Central,Midwest
1,0,Female,3,2,White,2,Arizona,Mountain,West
1,1,Female,2,2,White,2,Illinois,East North Central,Midwest
1,1,Male,2,4,Other,1,Ohio,East North Central,Midwest
1,1,Female,3,2,White,2,Georgia,South Atlantic,South
1,1,Male,5,3,White,2,Kentucky,East South Central,South
1,1,Female,5,2,White,2,New York,Mid-Atlantic,Northeast
1,1,Female,2,4,White,2,Arkansas,West South Central,South
1,1,Female,3,3,White,2,Maryland,South Atlantic,South
1,1,Female,1,2,Black,1,Missouri,West North Central,Midwest
1,1,Female,2,3,White,2,Ohio,East North Central,Midwest
0,1,Female,2,2,White,2,Minnesota,West North Central,Midwest
1,1,Female,2,4,Other,3,Pennsylvania,Mid-Atlantic,Northeast
1,0,Male,4,2,White,2,Alabama,East South Central,South
0,0,Female,4,2,White,2,Oregon,Pacific,West
1,1,Female,3,4,White,2,North Carolina,South Atlantic,South
0,0,Female,3,1,White,1,Arkansas,West South Central,South
1,1,Female,2,5,White,3,New York,Mid-Atlantic,Northeast
1,1,Female,5,3,White,3,Massachusetts,New England,Northeast
1,1,Male,3,5,White,3,Ohio,East North Central,Midwest
1,1,Female,5,2,White,2,Virginia,South Atlantic,South
1,1,Female,3,2,White,2,Missouri,West North Central,Midwest
1,1,Female,3,4,White,2,Massachusetts,New England,Northeast
1,1,Male,3,2,White,2,New York,Mid-Atlantic,Northeast
1,1,Female,2,2,White,2,Minnesota,West North Central,Midwest
1,1,Female,2,5,White,1,Arkansas,West South Central,South
1,1,Female,3,3,White,2,Tennessee,East South Central,South
1,1,Female,2,1,White,3,Tennessee,East South Central,South
1,1,Male,4,2,White,3,Virginia,South Atlantic,South
1,1,Male,4,1,White,2,Alabama,East South Central,South
1,1,Female,3,4,White,3,Ohio,East North Central,Midwest
1,1,Male,5,3,Other,3,Tennessee,East South Central,South
1,1,Female,5,4,White,2,NA,NA,NA
1,1,Female,4,2,White,3,Utah,Mountain,West
1,1,Female,4,4,White,3,Minnesota,West North Central,Midwest
1,1,Female,5,4,White,2,California,Pacific,West
1,1,Male,4,1,Black,1,Ohio,East North Central,Midwest
1,0,Male,3,3,White,1,California,Pacific,West
1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,5,4,White,3,Illinois,East North Central,Midwest
1,1,Female,4,2,Black,2,Maryland,South Atlantic,South
0,1,Male,3,2,White,2,Alabama,East South Central,South
0,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,0,Female,4,1,Black,1,Maryland,South Atlantic,South
1,1,Male,5,5,White,3,Maryland,South Atlantic,South
1,0,NA,4,3,White,1,California,Pacific,West
1,1,Female,4,1,White,2,Iowa,West North Central,Midwest
1,1,Male,5,3,White,2,Missouri,West North Central,Midwest
1,1,Female,3,2,White,1,Ohio,East North Central,Midwest
1,0,Male,3,3,Other,2,Massachusetts,New England,Northeast
1,1,Female,2,4,White,2,Ohio,East North Central,Midwest
0,0,Female,3,4,White,2,Minnesota,West North Central,Midwest
1,1,Female,2,2,White,2,North Carolina,South Atlantic,South
0,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,2,Kentucky,East South Central,South
1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,4,2,White,2,Ohio,East North Central,Midwest
0,1,Female,3,5,White,2,Wisconsin,East North Central,Midwest
1,1,Male,3,2,White,2,New York,Mid-Atlantic,Northeast
1,1,Female,4,1,White,2,Colorado,Mountain,West
1,1,Male,3,5,NA,2,California,Pacific,West
1,1,Female,3,4,Asian,2,Michigan,East North Central,Midwest
1,1,Female,4,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,4,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,2,Tennessee,East South Central,South
1,1,Female,2,2,Other,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,1,White,2,Florida,South Atlantic,South
0,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,0,NA,NA,NA,NA,NA,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
0,0,Female,2,1,NA,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,2,White,1,Utah,Mountain,West
0,1,Female,3,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,3,Black,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,5,3,White,2,Tennessee,East South Central,South
1,1,Female,3,4,White,3,North Carolina,South Atlantic,South
1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
0,1,Female,3,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,White,2,California,Pacific,West
1,1,Female,4,3,White,3,North Carolina,South Atlantic,South
1,0,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
1,1,Male,5,5,White,3,Oregon,Pacific,West
1,1,Female,2,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,1,Female,4,2,Black,3,Illinois,East North Central,Midwest
1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
1,0,Female,3,4,White,2,NA,NA,NA
1,0,NA,2,2,Black,2,Ohio,East North Central,Midwest
1,0,Female,3,NA,Asian,1,California,Pacific,West
0,0,Male,4,4,Other,3,Alabama,East South Central,South
0,0,Female,2,5,Black,2,Georgia,South Atlantic,South
0,0,Female,3,1,White,1,New York,Mid-Atlantic,NA
1,1,Male,3,3,White,3,Florida,South Atlantic,NA
1,1,Male,1,2,White,3,California,Pacific,NA
0,1,Female,4,3,White,2,Oregon,Pacific,NA
0,0,Female,2,4,White,1,Missouri,West North Central,NA
1,1,Female,4,4,White,2,GA,South Atlantic,NA
1,1,Female,1,5,White,3,Michigan,East North Central,NA
1,1,Female,1,1,Black,1,New York,Mid-Atlantic,NA
1,1,Female,1,2,Asian,2,NJ,Mid-Atlantic,NA
0,1,Male,3,2,Black,2,NA,NA,NA
1,0,Female,3,4,Black,1,CO,Mountain,NA
1,1,Male,1,3,White,2,New York,Mid-Atlantic,NA
1,1,Female,3,4,White,3,South carolina,South Atlantic,NA
1,1,Female,1,4,White,2,Texas,West South Central,NA
1,1,Female,4,3,White,1,New York,Mid-Atlantic,NA
0,1,Female,1,2,NA,2,florida,South Atlantic,NA
1,1,Male,4,4,White,2,Ohio,East North Central,NA
1,0,Male,4,4,White,2,Or,Pacific,NA
0,1,Female,1,2,Other,1,Florida,South Atlantic,NA
1,1,Female,2,4,White,2,NY,Mid-Atlantic,NA
1,1,Female,4,4,White,3,Minnesota,West North Central,NA
0,1,Male,2,4,White,2,Idaho,Mountain,NA
1,1,Female,5,3,White,4,California,Pacific,NA
0,0,Female,2,5,White,2,MN,West North Central,NA
1,1,Female,3,5,White,2,New York,Mid-Atlantic,NA
1,1,Male,1,2,White,1,California,Pacific,NA
1,0,Female,2,2,White,1,Alaska,Pacific,NA
1,1,Female,1,4,White,3,Kentucky,East South Central,NA
1,1,Female,2,4,White,2,Utah,Mountain,NA
0,1,Female,3,1,White,2,Delaware,South Atlantic,NA
1,1,Female,4,4,White,3,Minnesota,West North Central,NA
1,1,Female,5,2,White,2,Al,East South Central,NA
1,1,Female,3,5,White,2,GA,South Atlantic,NA
1,1,Female,2,3,White,2,MN,West North Central,NA
1,1,Female,2,2,Black,2,Georgia,South Atlantic,NA
1,1,Male,3,2,Other,1,Delaware,South Atlantic,NA
1,1,Female,2,4,White,3,CA,Pacific,NA
1,1,Female,2,4,White,3,Ohio,East North Central,NA
1,1,Female,1,2,White,1,New Jersey,Mid-Atlantic,NA
1,1,Female,2,3,White,2,Tennessee,East South Central,NA
1,1,Female,4,2,White,2,Ga,South Atlantic,NA
1,1,Male,2,2,Hispanic,1,California,Pacific,NA
1,1,Female,2,4,White,2,Ohio,East North Central,NA
1,1,Female,4,4,White,2,Washington,Pacific,NA
1,1,Female,4,4,White,3,California,Pacific,NA
1,1,Female,4,5,White,3,Oregon,Pacific,NA
1,0,Male,3,3,Black,1,Georgia,South Atlantic,NA
1,0,Male,2,1,White,1,New York,Mid-Atlantic,NA
1,1,Female,2,2,White,2,ohio,East North Central,NA
1,1,Female,4,3,White,2,New York,Mid-Atlantic,NA
1,1,Male,1,2,Black,2,New York,Mid-Atlantic,NA
1,0,Female,2,5,White,3,FL,South Atlantic,NA
0,0,Female,2,3,Hispanic,2,NJ,Mid-Atlantic,NA
1,0,Male,3,3,White,3,Texas,West South Central,NA
1,1,Female,3,2,White,3,Wisconsin,East North Central,NA
0,0,Female,3,4,Asian,2,NA,NA,NA
1,1,Male,2,2,White,4,Washington,Pacific,NA
1,1,Female,5,5,White,2,MA,New England,NA
1,1,Female,4,3,White,3,MD,South Atlantic,NA
0,0,Female,3,NA,NA,2,CA,Pacific,NA
1,1,Female,3,4,White,2,VA,South Atlantic,NA
0,1,Female,3,2,Hispanic,2,Oregon,Pacific,NA
1,1,Male,5,2,White,2,Ohio,East North Central,NA
1,1,Female,3,4,Hispanic,2,FL,South Atlantic,NA
1,1,Female,3,4,White,1,GA,South Atlantic,NA
1,1,Male,4,3,White,1,TN,East South Central,NA
0,0,Female,2,4,White,2,TX,West South Central,NA
0,0,Female,4,3,White,2,Oregon,Pacific,NA
1,1,Female,3,3,White,3,Maryland,South Atlantic,NA
1,1,Female,2,1,White,3,California,Pacific,NA
0,1,Female,5,5,NA,1,Oregon,Pacific,NA
0,0,Female,4,2,Hispanic,1,California,Pacific,NA
1,1,Male,5,5,White,2,California,Pacific,NA
1,1,Female,2,5,Other,3,New Mexico,Mountain,NA
1,0,Male,2,3,White,2,Tx,West South Central,NA
1,1,Female,1,1,White,2,CA,Pacific,NA
0,0,Female,2,1,White,1,California,Pacific,NA
1,1,Male,NA,5,White,1,Washington,Pacific,NA
1,1,Female,2,2,White,2,Md,South Atlantic,NA
1,1,Female,4,2,White,3,California,Pacific,NA
1,1,Female,2,3,White,2,Washington,Pacific,NA
0,1,Female,3,1,White,2,New York,Mid-Atlantic,NA
1,1,Female,2,2,Hispanic,1,CA,Pacific,NA
1,1,Female,2,4,White,2,SC,South Atlantic,NA
1,1,Female,2,5,White,3,CA,Pacific,NA
1,1,Male,2,2,Hispanic,1,Ohio,East North Central,NA
1,1,Male,5,3,White,2,Maine,New England,NA
1,1,Male,4,3,White,1,North Carolina,South Atlantic,NA
0,1,Female,2,3,White,2,ohio,East North Central,NA
1,1,Female,3,3,White,1,TN,East South Central,NA
1,0,Female,3,4,White,2,Virginia,South Atlantic,NA
1,1,Male,5,3,White,2,Ohio,East North Central,NA
1,1,Male,5,4,White,2,Ohio,East North Central,NA
0,1,Female,3,1,White,2,OR,Pacific,NA
1,1,Male,2,1,Black,1,Nj,Mid-Atlantic,NA
1,1,Female,1,2,White,2,Ohio,East North Central,NA
1,1,Female,5,5,White,3,New York,Mid-Atlantic,NA
1,1,Male,4,2,White,3,CA,Pacific,NA
1,1,Female,3,4,White,3,Oregon,Pacific,NA
1,1,Female,3,3,Other,2,Oregon,Pacific,NA
1,1,Female,3,3,Black,1,Rochestere NY,Mid-Atlantic,NA
1,1,Male,4,2,White,3,New Jersey,Mid-Atlantic,NA
1,1,Female,1,1,White,1,Utah,Mountain,NA
1,1,Female,4,4,White,2,Oklahoma,West South Central,NA
1,1,NA,1,2,White,1,IL,East North Central,NA
1,1,Male,5,4,White,2,NA,NA,NA
1,1,Male,5,2,White,2,Maryland,South Atlantic,NA
1,1,Female,2,1,White,3,California,Pacific,NA
0,0,Female,4,3,White,3,PA,Mid-Atlantic,NA
1,1,Female,2,4,White,2,NY,Mid-Atlantic,NA
1,1,Female,2,4,Hispanic,2,NY,Mid-Atlantic,NA
1,1,Female,3,2,White,2,New York,Mid-Atlantic,NA
1,1,Female,3,1,Hispanic,2,NM,Mountain,NA
