id,covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
2752,1,1,Male,3,5,White,3,Utah,Mountain,NA
2753,1,1,Female,4,3,White,2,Wisconsin,East North Central,NA
2754,1,1,Female,2,2,White,3,Illinois,East North Central,NA
2755,1,1,Female,2,4,White,2,Iowa,West North Central,NA
2756,1,1,Female,2,3,White,2,North Carolina,South Atlantic,NA
2757,1,1,Female,5,1,White,2,Utah,Mountain,NA
2758,1,0,Female,2,3,White,2,Georgia,South Atlantic,NA
2759,1,1,Female,2,2,White,2,Tennessee,East South Central,NA
2760,0,1,Female,4,2,Black,2,Alabama,East South Central,NA
2761,1,1,Female,2,4,White,3,Ohio,East North Central,NA
2762,1,1,Female,5,4,White,2,Nevada,Mountain,NA
2763,1,1,Female,3,4,Asian,2,Maryland,South Atlantic,NA
2764,1,1,Female,3,5,White,3,South Carolina,South Atlantic,NA
2765,1,1,Female,2,4,White,2,New York,Mid-Atlantic,NA
2766,0,0,Female,2,3,White,2,Alabama,East South Central,NA
2767,1,1,Female,3,2,Black,2,Texas,West South Central,NA
2768,1,1,Female,2,2,White,2,Missouri,West North Central,NA
2769,1,1,Male,5,5,White,3,Kentucky,East South Central,NA
2770,1,1,Female,2,2,White,3,New York,Mid-Atlantic,NA
2771,1,1,NA,2,3,White,2,Indiana,East North Central,NA
2772,1,1,Female,3,3,White,2,Texas,West South Central,NA
2773,1,1,Female,3,3,White,4,Virginia,South Atlantic,NA
2774,1,0,Female,3,3,Asian,2,Ohio,East North Central,NA
2775,1,1,Female,2,2,White,2,Ohio,East North Central,NA
2776,1,1,Female,4,4,White,3,Massachusetts,New England,NA
2777,1,1,Male,5,5,White,3,New York,Mid-Atlantic,NA
2778,1,0,Female,2,1,NA,2,Pennsylvania,Mid-Atlantic,NA
2779,1,1,Female,3,4,White,3,Maryland,South Atlantic,NA
2780,1,1,Female,2,5,White,2,Ohio,East North Central,NA
2781,1,1,Female,2,2,White,2,Pennsylvania,Mid-Atlantic,NA
2782,1,1,Female,3,3,White,3,Maryland,South Atlantic,NA
2783,1,1,Female,4,5,White,3,New Hampshire,New England,NA
2784,1,1,NA,2,4,White,2,Illinois,East North Central,NA
2785,1,1,Female,2,4,Other,2,Wisconsin,East North Central,NA
2786,1,1,Female,4,2,White,2,Tennessee,East South Central,NA
2787,0,1,Female,3,3,White,2,Florida,South Atlantic,NA
2788,1,1,Male,3,3,White,2,New Jersey,Mid-Atlantic,NA
2789,1,1,Female,3,4,White,3,California,Pacific,NA
2790,1,1,Male,4,2,White,3,Virginia,South Atlantic,NA
2791,1,1,Male,3,1,White,2,Tennessee,East South Central,NA
2792,1,1,Female,3,5,White,4,Ohio,East North Central,NA
2793,1,1,Female,1,3,White,3,Colorado,Mountain,NA
2794,1,1,Female,1,2,NA,2,Massachusetts,New England,NA
2795,1,1,Female,3,5,White,3,New York,Mid-Atlantic,NA
2796,1,1,Female,1,2,White,2,New York,Mid-Atlantic,NA
2797,1,1,Male,3,4,Asian,3,Pennsylvania,Mid-Atlantic,NA
2798,1,1,Male,3,4,White,3,Kentucky,East South Central,NA
2799,1,1,Female,2,5,White,2,Colorado,Mountain,NA
2800,1,1,Female,2,5,White,3,Minnesota,West North Central,NA
2801,1,1,Female,1,2,White,2,California,Pacific,NA
2802,1,1,Female,1,2,White,4,New York,Mid-Atlantic,NA
2803,1,0,Female,4,4,White,2,California,Pacific,NA
2804,1,1,Female,3,2,Black,1,New York,Mid-Atlantic,NA
2805,1,1,Female,4,5,White,3,Arizona,Mountain,NA
2806,1,1,Female,3,2,White,3,Georgia,South Atlantic,NA
2807,1,1,Female,4,3,White,2,New York,Mid-Atlantic,NA
2808,1,1,Female,3,2,White,2,Illinois,East North Central,NA
2809,1,1,Male,5,4,Other,2,Illinois,East North Central,NA
2810,1,1,Female,4,5,White,2,New York,Mid-Atlantic,NA
2811,1,1,Female,3,1,White,1,Florida,South Atlantic,NA
2812,1,1,Female,3,2,Black,2,Tennessee,East South Central,NA
2813,1,1,Female,2,3,White,3,New York,Mid-Atlantic,NA
2814,1,1,Female,3,4,Asian,3,Massachusetts,New England,NA
2815,1,1,Female,4,5,White,3,Kentucky,East South Central,NA
2816,1,1,Female,4,5,White,2,Oregon,Pacific,NA
2817,1,1,Female,4,5,Black,2,DC,South Atlantic,NA
2818,1,1,Male,4,2,White,2,Tennessee,East South Central,NA
2819,0,0,Female,2,4,Black,2,Georgia,South Atlantic,NA
2820,1,1,Male,2,5,Asian,2,California,Pacific,NA
2821,1,1,Female,5,3,White,2,California,Pacific,NA
2822,1,1,Female,2,2,White,2,Missouri,West North Central,NA
2823,1,1,Female,4,4,White,3,Utah,Mountain,NA
2824,1,1,Female,2,2,Asian,2,California,Pacific,NA
2825,1,1,Female,4,4,White,2,Tennessee,East South Central,NA
2826,1,1,Male,4,3,White,1,California,Pacific,NA
2827,0,0,Female,4,3,White,2,Florida,South Atlantic,NA
2828,1,1,Female,5,4,White,2,NA,NA,NA
2829,1,1,Male,2,1,White,1,Oklahoma,West South Central,NA
2830,1,1,Female,4,2,White,1,Nevada,Mountain,NA
2831,1,1,Female,3,3,White,2,Indiana,East North Central,NA
2832,1,1,Female,5,3,Black,2,Arkansas,West South Central,NA
2833,1,1,Female,1,2,White,1,Oregon,Pacific,NA
2834,1,0,Female,3,3,White,1,California,Pacific,NA
2835,1,1,Female,2,5,White,2,Pennsylvania,Mid-Atlantic,NA
2836,1,0,Female,2,2,White,3,Kentucky,East South Central,NA
2837,1,1,Female,1,2,White,2,Illinois,East North Central,NA
2838,1,1,Female,2,2,Hispanic,1,Minnesota,West North Central,NA
2839,1,1,Male,2,3,White,2,Georgia,South Atlantic,NA
2840,1,1,Male,2,3,White,4,Missouri,West North Central,NA
2841,1,1,Female,2,2,White,1,Massachusetts,New England,NA
2842,1,1,Male,2,5,Asian,2,California,Pacific,NA
2843,1,1,Female,5,5,White,3,California,Pacific,NA
2844,1,1,Female,2,4,White,2,Missouri,West North Central,NA
2845,1,1,Male,2,5,Hispanic,3,Georgia,South Atlantic,NA
2846,1,1,Female,4,5,White,3,Virginia,South Atlantic,NA
2847,1,1,Female,4,4,White,3,Tennessee,East South Central,NA
2848,1,1,Female,4,2,Other,3,California,Pacific,NA
2849,1,1,Female,2,4,White,2,Maryland,South Atlantic,NA
2850,1,1,Female,2,4,White,2,Virginia,South Atlantic,NA
2851,0,1,Female,3,2,Hispanic,1,New York,Mid-Atlantic,NA
2852,0,1,Female,2,4,White,2,California,Pacific,NA
2853,1,1,Female,2,2,White,3,Vermont,New England,NA
2854,1,1,Female,2,2,Other,2,Utah,Mountain,NA
2855,1,1,Female,4,2,White,3,California,Pacific,NA
2856,1,1,Female,2,5,White,3,Tennessee,East South Central,NA
2857,1,1,Male,2,2,White,2,Texas,West South Central,NA
2858,1,1,Female,3,4,White,3,Utah,Mountain,NA
2859,0,1,Female,5,2,White,1,Maryland,South Atlantic,NA
2860,0,0,Male,3,4,White,1,DC,South Atlantic,NA
2861,0,0,NA,1,2,Other,1,Utah,Mountain,NA
2862,1,1,Male,4,3,White,2,New York,Mid-Atlantic,NA
2863,1,1,Male,4,4,White,2,Iowa,West North Central,NA
2864,1,1,Male,4,2,White,3,minnesota,West North Central,NA
2865,1,1,Male,3,5,White,2,New York,Mid-Atlantic,NA
2866,1,1,Male,4,3,White,2,New York,Mid-Atlantic,NA
2867,1,1,Female,2,2,White,2,South Carolina,South Atlantic,NA
2868,1,1,Female,2,4,White,2,Colorado,Mountain,NA
2869,1,1,Male,2,5,White,2,Utah,Mountain,NA
2870,1,1,Female,2,4,Hispanic,1,Ohio,East North Central,NA
2871,1,1,Female,2,4,White,2,Massachusetts,New England,NA
2872,1,1,Female,3,3,White,2,Kentucky,East South Central,NA
2873,1,1,Female,2,4,White,1,Missouri,West North Central,NA
2874,1,1,Female,2,2,White,2,Colorado,Mountain,NA
2875,1,1,Female,3,4,Hispanic,2,Tennessee,East South Central,NA
2876,1,1,Female,2,4,White,2,Massachusetts,New England,NA
2877,1,1,Female,3,4,White,2,Florida,South Atlantic,NA
2878,1,1,Male,5,5,White,2,Colorado,Mountain,NA
2879,0,0,Female,3,2,White,2,Pennsylvania,Mid-Atlantic,NA
2880,1,1,Female,2,3,White,2,New York,Mid-Atlantic,NA
2881,0,0,Female,3,2,White,2,Indiana,East North Central,NA
2882,1,1,Female,5,4,White,3,Washington,Pacific,NA
2883,1,1,Female,2,5,Hispanic,2,Massachusetts,New England,NA
2884,1,1,Female,5,1,White,3,Illinois,East North Central,NA
2885,1,1,Female,2,4,White,2,Tennessee,East South Central,NA
2886,1,0,Female,3,2,White,3,Maryland,South Atlantic,NA
2887,1,1,Female,4,4,White,3,Iowa,West North Central,NA
2888,0,0,Female,2,1,White,2,Ohio,East North Central,NA
2889,1,1,Female,4,2,White,3,Maryland,South Atlantic,NA
2890,1,1,Female,2,5,White,2,Ohio,East North Central,NA
2891,1,1,Female,4,4,White,3,Georgia,South Atlantic,NA
2892,1,0,Female,1,2,Hispanic,2,Florida,South Atlantic,NA
2893,0,1,Female,3,5,Black,2,Maryland,South Atlantic,NA
2894,1,1,Female,2,5,White,3,Ohio,East North Central,NA
2895,1,1,Female,2,5,Hispanic,2,Arizona,Mountain,NA
2896,1,1,Female,1,2,White,4,New York,Mid-Atlantic,NA
2897,1,1,Female,2,1,White,1,Iowa,West North Central,NA
2898,1,1,Female,2,4,White,2,Colorado,Mountain,NA
2899,1,1,Female,4,1,White,2,New York,Mid-Atlantic,NA
2900,1,1,Female,3,3,Other,2,Massachusetts,New England,NA
2901,0,0,Female,2,2,Asian,1,New York,Mid-Atlantic,NA
2902,1,1,Female,5,4,NA,2,Florida,South Atlantic,NA
2903,1,1,Female,4,4,White,2,Florida,South Atlantic,NA
2904,1,1,Female,5,1,White,2,California,Pacific,NA
2905,1,1,Male,3,5,White,2,Colorado,Mountain,NA
2906,0,0,Female,3,4,White,2,Maryland,South Atlantic,NA
2907,1,0,Female,2,2,White,2,Arkansas,West South Central,NA
2908,1,1,Male,5,1,White,2,Ohio,East North Central,NA
2909,1,1,Female,2,2,White,2,New York,Mid-Atlantic,NA
2910,0,1,Female,2,3,White,2,Alabama,East South Central,NA
2911,1,1,Female,2,1,Other,2,Virginia,South Atlantic,NA
2912,0,0,Female,2,2,Black,1,New York,Mid-Atlantic,NA
2913,1,1,Female,2,5,White,3,New York,Mid-Atlantic,NA
2914,0,1,Female,2,3,Hispanic,1,New York,Mid-Atlantic,NA
2915,0,1,Female,2,1,White,2,Colorado,Mountain,NA
2916,1,1,Female,2,4,White,2,California,Pacific,NA
2917,1,1,Female,2,4,White,3,Texas,West South Central,NA
2918,1,1,Female,3,4,White,3,Ohio,East North Central,NA
2919,1,1,Female,3,4,White,2,Ohio,East North Central,NA
2920,1,1,Female,4,2,Hispanic,2,Florida,South Atlantic,NA
2921,1,1,Female,2,2,White,3,Illinois,East North Central,NA
2922,1,1,NA,4,4,Black,1,New York,Mid-Atlantic,NA
2923,1,0,Female,3,3,White,2,South Dakota,West North Central,NA
2924,0,0,Female,3,5,White,2,Texas,West South Central,NA
2925,1,1,Female,4,3,White,3,Iowa,West North Central,NA
2926,1,1,Male,5,4,NA,2,Arkansas,West South Central,NA
2927,0,1,Female,5,3,White,2,NA,NA,NA
2928,1,1,Female,2,1,White,3,California,Pacific,NA
2929,1,1,Female,2,4,Asian,2,Virginia,South Atlantic,NA
2930,0,0,Female,2,2,White,1,Maine,New England,NA
2931,1,1,Female,2,2,White,2,Colorado,Mountain,NA
2932,1,1,Female,3,5,White,3,Oregon,Pacific,NA
2933,1,1,Female,4,1,White,1,Missouri,West North Central,NA
2934,1,0,Male,3,3,Black,1,Georgia,South Atlantic,NA
2935,0,1,Female,2,2,Black,1,Ohio,East North Central,NA
2936,1,1,Male,4,3,White,2,California,Pacific,NA
2937,1,1,Female,3,4,White,2,New York,Mid-Atlantic,NA
2938,0,0,Female,2,3,White,2,Tennessee,East South Central,NA
2939,1,1,Male,1,2,White,2,Minnesota,West North Central,NA
2940,0,0,Female,3,5,Hispanic,2,Alaska,Pacific,NA
2941,1,0,NA,2,1,White,1,Ohio,East North Central,NA
2942,1,1,Male,5,5,Hispanic,2,Texas,West South Central,NA
2943,1,1,Female,4,5,White,3,Ohio,East North Central,NA
2944,1,1,Female,3,2,White,2,Ohio,East North Central,NA
2945,1,1,Male,3,3,White,3,DC,South Atlantic,NA
2946,1,0,Female,3,2,Hispanic,2,Virginia,South Atlantic,NA
2947,1,1,Male,5,5,White,4,Arkansas,West South Central,NA
2948,1,1,Male,2,1,Hispanic,2,Illinois,East North Central,NA
2949,1,1,Female,3,1,Other,2,Massachusetts,New England,NA
2950,0,0,Female,3,2,White,1,Michigan,East North Central,NA
2951,1,1,Female,3,2,Asian,2,Illinois,East North Central,NA
2952,0,1,Female,2,1,White,2,Tennessee,East South Central,NA
2953,0,1,Female,3,3,White,2,Washington,Pacific,NA
2954,1,1,Female,2,1,NA,1,Arizona,Mountain,NA
2955,1,1,Female,3,2,White,2,New York,Mid-Atlantic,NA
2956,0,1,Female,3,2,White,2,Maryland,South Atlantic,NA
2957,1,1,Female,2,5,Asian,3,Ohio,East North Central,NA
2958,1,1,Female,2,3,Asian,2,California,Pacific,NA
2959,1,1,Female,5,1,White,1,Illinois,East North Central,NA
2960,1,1,Female,3,2,White,2,Ohio,East North Central,NA
2961,1,1,Female,4,3,White,1,Florida,South Atlantic,NA
2962,1,1,Female,1,2,Asian,2,Tennessee,East South Central,NA
2963,1,1,Male,3,2,Asian,3,California,Pacific,NA
2964,1,1,Male,1,2,Black,1,Minnesota,West North Central,NA
2965,0,1,Female,3,2,Other,1,Ohio,East North Central,NA
2966,1,1,Male,4,4,White,2,Virginia,South Atlantic,NA
2967,1,1,Female,5,5,White,3,New York,Mid-Atlantic,NA
2968,1,1,Female,3,3,White,3,Tennessee,East South Central,NA
2969,1,1,Female,3,3,Asian,3,California,Pacific,NA
2970,1,1,Female,2,2,Hispanic,1,Georgia,South Atlantic,NA
2971,1,0,Female,3,4,White,3,Colorado,Mountain,NA
2972,1,1,Female,1,2,White,2,Tennessee,East South Central,NA
2973,1,0,Female,3,2,Hispanic,2,New York,Mid-Atlantic,NA
2974,1,1,Male,2,2,White,2,North Carolina,South Atlantic,NA
2975,1,1,Female,3,2,White,2,Tennessee,East South Central,NA
2976,1,1,Male,4,2,Black,2,New York,Mid-Atlantic,NA
2977,1,1,Male,4,4,White,2,Utah,Mountain,NA
2978,1,1,Female,5,NA,NA,2,NA,NA,NA
